Slope_minmax,TimeDiff_minmax,PeakVal1_error,PeakVal2_error,PeakHt1_error,PeakHt2_error,PeakTime1_error,PeakTime2_error,Min1_window,Min2_window,Max1_window,Max2_window,Var1_window,Var2_window,Mean1_window,Mean2_window,Sig_coef1,Sig_coef2,Sig_coef3,Sig_coef4,Max_fft,Min_fft,Mean_fft,Var_fft
0.22395833333333345,0.39999999999999997,0.7866323907455013,0.6925,0.3791946308724851,0.4189944134078219,0.46153846153846156,0.2692307692307692,0.6722222222222222,0.6638888888888889,0.73,0.7268170426065163,0.15198066126013654,0.14870571459910004,0.7025052192066802,0.684126984126984,-0.0001792805359114523,0.1570976221819382,0.0051267528431851875,0.0011955237522842284,0.704448610874382,-0.305146494096378,0.6340143481676123,0.5019044281004948
0.18181818181818182,0.3666666666666667,0.37017994858611825,0.5,0.1979865771812081,0.2420856610800725,0.23076923076923078,0.5384615384615384,0.41944444444444445,0.3916666666666666,0.49,0.46616541353383456,0.09149511332917433,0.08898212131183503,0.4514613778705638,0.4285714285714288,-0.00017753664416147048,0.10507739044909276,0.49999417611571,0.0007045374365822239,0.3774501448781318,-0.3681537727012691,0.35143330374786813,0.14884846961507225
0.19318181818181818,0.7333333333333334,0.519280205655527,0.47,0.3087248322147666,0.2756052141527,0.7692307692307692,0.6923076923076924,0.25,0.23055555555555554,0.3975,0.3583959899749373,0.1904501975462676,0.1717396073269716,0.3282881002087682,0.2925925925925927,0.0005443741258247039,0.10138162969292903,0.0038704746070938735,0.0003460471691187064,0.37659792057269464,-0.5439918748950976,0.2843991725923257,0.155169975737464
0.24553571428571427,0.4666666666666666,0.38303341902313626,0.535,0.30536912751677947,0.17504655493482424,0.6538461538461539,1.0,0.3416666666666667,0.3277777777777778,0.4225,0.40350877192982454,0.0984612185485549,0.08988702424042996,0.3825678496868474,0.3608465608465608,0.00030107624338488945,0.14757927427682038,0.12474196299706354,0.0006253384379370146,0.43301516959263675,-0.22676275353852623,0.4183387198072816,0.19196573844836803
0.1002155172413793,0.9666666666666667,0.33676092544987146,0.4,0.17114093959731524,0.10055865921787599,0.4230769230769231,0.6153846153846154,0.3111111111111111,0.2972222222222222,0.365,0.3483709273182957,0.04946454564358469,0.047905012613798204,0.3382045929018787,0.3222222222222222,0.0003493736487209319,0.07909762601959294,0.002012150376789045,0.00040351158682678807,0.37497869439236403,-0.2735011265302494,0.3188753353401762,0.1451821704974405
0.18124999999999994,0.33333333333333337,0.48329048843187655,0.405,0.41275167785235084,0.3538175046554929,0.7692307692307692,0.5384615384615384,0.39444444444444443,0.37222222222222223,0.4625,0.45614035087719296,0.09604387606571026,0.09712624766918913,0.42797494780793305,0.40687830687830684,8.318751364292374e-06,0.0970205972013752,0.18749666421989492,0.0007151447559103809,0.4390659621612407,-0.06409460417993335,0.4374683592318751,0.19421249163393703
0.21250000000000008,0.8333333333333331,0.2493573264781491,0.485,0.15436241610738194,0.1527001862197394,0.23076923076923078,0.6538461538461539,0.31388888888888883,0.3638888888888889,0.4475,0.48621553884711777,0.17488043252235358,0.1733848853789618,0.382045929018789,0.4301587301587301,0.0007238495398566645,0.10713532090323202,0.0022476467553408687,0.00038509061335841824,0.44281574910516447,-0.6321983263510675,0.31919743967166864,0.21553063629249328
0.1918103448275862,0.9666666666666667,0.6221079691516709,0.4,0.2718120805369164,0.17318435754190029,0.8461538461538461,0.2692307692307692,0.4222222222222222,0.4444444444444445,0.5,0.5263157894736842,0.10753275109170335,0.1007184380827029,0.461377870563674,0.4984126984126983,0.0007903807533248156,0.14217426698480945,0.0014640753348620042,0.0006012127166455432,0.5183228225668995,-0.43081528851604767,0.44120606105346005,0.2824942677800786
0.265625,0.19999999999999996,0.32904884318766064,0.31,0.11073825503355579,0.2867783985102424,0.6923076923076924,0.4230769230769231,0.26111111111111107,0.25555555555555554,0.3525,0.3383458646616541,0.10909232688708677,0.10030711856970506,0.31106471816283915,0.2894179894179894,0.00015414133592059118,0.0704102968048954,0.01876361146079812,0.00041125075427326103,0.3118288733594682,-0.11748184910501203,0.28266547756130944,0.0987829727552304
0.21634615384615383,0.4333333333333333,0.37017994858611825,0.4825,0.2583892617449671,0.15083798882681448,0.5384615384615384,0.7307692307692308,0.3277777777777778,0.3527777777777778,0.4275,0.45614035087719296,0.12884695362861295,0.13066249862893464,0.376304801670146,0.4153439153439154,0.0003434099918279451,0.10142285316170657,0.0051978789194688626,0.0005127839916433397,0.4172490199420486,-0.36258960191943423,0.35239012783195645,0.18039906505632797
